Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC11,OUT035,1424.5946902777782
FDX35,OUT018,3327.9525829268296
NCB06,OUT046,2894.220710714287
FDR09,OUT019,584.7577647727273
FDC53,OUT017,1559.3429752688164
FDY45,OUT013,4433.304032653061
FDA22,OUT010,425.93559145299145
FDE02,OUT035,1559.3429752688164
FDW21,OUT045,1879.05405
FDV34,OUT046,1103.1862133333332
FDS59,OUT049,1784.4287381818178
NCW17,OUT017,2282.9788814814815
NCK54,OUT046,1800.19222295082
FDG17,OUT019,584.7577647727273
FDG35,OUT017,3104.1898299065433
FDD08,OUT010,92.67548155339807
NCO07,OUT017,3717.6324421768704
FDJ10,OUT010,281.48208181818165
FDW36,OUT017,1548.686152212389
FDW21,OUT010,219.21852093023253
FDY19,OUT017,1800.19222295082
DRE03,OUT013,798.2176035398228
NCC55,OUT049,677.1027476190475
FDH52,OUT010,165.91858165137612
FDO09,OUT017,4034.3003068965527
FDU43,OUT045,4155.6477160220975
FDX09,OUT010,425.93559145299145
FDH40,OUT019,219.21852093023253
FDW58,OUT017,1661.6931960784318
FDC47,OUT017,3739.280755555553
NCR41,OUT035,1559.3429752688164
DRG49,OUT035,3739.280755555553
FDC52,OUT027,4117.317712631577
FDY13,OUT046,1103.1862133333332
FDY35,OUT013,507.04640366972524
FDI35,OUT017,3387.2047231707297
NCU18,OUT049,2227.6349584158406
FDY33,OUT018,2232.8470218487396
FDC15,OUT027,4117.317712631577
FDU01,OUT049,2824.530227586207
NCU42,OUT046,2611.4595423423425
NCV29,OUT018,2851.631695876288
NCY30,OUT017,3387.2047231707297
FDQ46,OUT049,1879.05405
FDG58,OUT027,4117.317712631577
FDK33,OUT017,3717.6324421768704
NCD07,OUT045,1800.19222295082
NCX29,OUT027,4117.317712631577
NCT42,OUT013,2490.5268867052023
DRN59,OUT035,798.2176035398228
FDI44,OUT035,1243.0689297709923
FDA45,OUT049,2568.3328336448594
FDP31,OUT045,1103.1862133333332
FDY01,OUT046,2017.4411908256889
FDT09,OUT018,1752.2524400000002
DRH03,OUT027,2517.882088484848
FDA36,OUT018,2778.989278
NCF31,OUT017,2222.6712822580653
FDG14,OUT049,2490.5268867052023
FDG28,OUT027,6280.890880000003
FDU14,OUT049,4433.304032653061
FDY47,OUT019,281.48208181818165
FDI56,OUT049,1259.5490513157888
DRD01,OUT013,796.6402682539683
FDM22,OUT046,935.0323883040938
FDH33,OUT013,507.04640366972524
DRZ24,OUT013,1800.19222295082
NCQ38,OUT046,1661.6931960784318
FDO16,OUT027,2517.882088484848
FDU07,OUT027,4117.317712631577
NCB07,OUT013,3216.79145106383
FDU48,OUT045,1857.3664076190466
NCM43,OUT045,2894.220710714287
FDR31,OUT010,346.8972837209303
DRK49,OUT018,507.04640366972524
NCI30,OUT010,584.7577647727273
DRD60,OUT017,3387.2047231707297
NCG19,OUT046,3358.023708737865
FDH12,OUT035,1548.686152212389
FDM32,OUT035,1424.5946902777782
FDM27,OUT035,2894.220710714287
NCU53,OUT027,4117.317712631577
NCQ18,OUT046,1559.3429752688164
FDS10,OUT013,2568.3328336448594
FDB33,OUT027,4117.317712631577
FDI12,OUT013,1424.5946902777782
NCW42,OUT013,3717.6324421768704
NCC06,OUT018,1752.2524400000002
FDW02,OUT017,2140.5192583333323
NCD43,OUT017,1661.6931960784318
FDM57,OUT018,1259.5490513157888
FDA58,OUT017,3739.280755555553
FDK56,OUT046,3387.2047231707297
FDP52,OUT045,3739.280755555553
FDW20,OUT018,1752.2524400000002
FDS52,OUT049,1661.6931960784318
NCT29,OUT018,1752.2524400000002
NCL54,OUT013,2851.631695876288
FDC05,OUT045,3216.79145106383
FDF34,OUT035,2778.989278
FDP03,OUT027,3242.0620715328487
FDD32,OUT010,219.21852093023253
FDZ10,OUT045,2047.6653193798459
FDZ40,OUT035,935.0323883040938
FDD51,OUT018,507.04640366972524
NCY30,OUT019,425.93559145299145
FDP58,OUT017,3739.280755555553
FDV49,OUT017,4433.304032653061
FDY24,OUT019,165.91858165137612
NCO55,OUT017,1548.686152212389
FDR13,OUT017,1800.19222295082
FDS51,OUT017,935.0323883040938
FDP26,OUT045,1879.05405
NCB54,OUT027,3242.0620715328487
FDF32,OUT017,3076.509492810457
FDN31,OUT018,3216.79145106383
DRM48,OUT017,583.8145788617884
FDN20,OUT049,2453.7477006993004
DRL01,OUT046,3358.023708737865
FDV56,OUT049,1784.4287381818178
DRH13,OUT027,2517.882088484848
FDA03,OUT017,2453.7477006993004
FDF47,OUT027,5329.314724444444
FDX32,OUT046,2660.9504030303024
FDX57,OUT049,1559.3429752688164
NCA30,OUT045,3216.79145106383
FDO49,OUT013,713.858654545455
FDL04,OUT019,219.21852093023253
DRM48,OUT035,583.8145788617884
FDR16,OUT013,3358.023708737865
NCC19,OUT018,3216.79145106383
NCE42,OUT045,4155.6477160220975
FDY24,OUT017,935.0323883040938
FDH19,OUT049,2568.3328336448594
FDJ46,OUT013,2851.631695876288
FDN45,OUT010,584.7577647727273
FDY08,OUT035,2140.5192583333323
FDZ37,OUT035,1481.8506141732287
NCT30,OUT045,798.2176035398228
DRY23,OUT018,507.04640366972524
NCZ30,OUT018,1752.2524400000002
FDC44,OUT018,1752.2524400000002
FDB45,OUT035,1661.6931960784318
FDY04,OUT013,2894.220710714287
FDM27,OUT046,2894.220710714287
FDZ43,OUT017,4155.6477160220975
FDT39,OUT019,346.8972837209303
NCC06,OUT019,281.48208181818165
FDL15,OUT027,4117.317712631577
FDL57,OUT017,4034.3003068965527
FDU08,OUT046,1559.3429752688164
FDK40,OUT017,4433.304032653061
FDQ12,OUT010,584.7577647727273
FDS48,OUT017,2660.9504030303024
FDP09,OUT045,3717.6324421768704
FDW21,OUT049,1559.3429752688164
FDY25,OUT035,3387.2047231707297
DRE13,OUT017,1481.8506141732287
FDV43,OUT019,92.67548155339807
FDD22,OUT045,1548.686152212389
FDM46,OUT019,219.21852093023253
NCO30,OUT010,482.69954262295073
FDM25,OUT046,2851.631695876288
NCN41,OUT049,1857.3664076190466
FDU24,OUT045,1481.8506141732287
FDZ50,OUT046,3387.2047231707297
FDP45,OUT013,4034.3003068965527
NCM54,OUT045,1857.3664076190466
FDW10,OUT019,425.93559145299145
FDP20,OUT017,1857.3664076190466
FDK32,OUT046,2660.9504030303024
FDN52,OUT049,1259.5490513157888
FDM58,OUT045,1784.4287381818178
FDZ46,OUT027,3242.0620715328487
NCA18,OUT018,1752.2524400000002
FDD35,OUT046,2282.9788814814815
NCK31,OUT035,713.858654545455
FDI40,OUT027,2517.882088484848
FDT50,OUT019,219.21852093023253
NCT06,OUT046,2894.220710714287
FDT31,OUT035,2778.989278
FDT45,OUT049,796.6402682539683
FDT13,OUT045,2778.989278
FDO50,OUT045,1424.5946902777782
NCU18,OUT010,281.48208181818165
NCR54,OUT049,3216.79145106383
NCO18,OUT018,2851.631695876288
FDU09,OUT045,935.0323883040938
FDT13,OUT018,2824.530227586207
FDE09,OUT046,1661.6931960784318
NCK53,OUT019,219.21852093023253
FDG45,OUT049,3739.280755555553
DRH15,OUT035,677.1027476190475
FDO21,OUT019,584.7577647727273
FDD14,OUT027,5329.314724444444
FDC09,OUT046,1784.4287381818178
FDH45,OUT027,1378.2631852760744
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,1800.19222295082
FDS32,OUT013,2140.5192583333323
NCL55,OUT018,3327.9525829268296
DRE01,OUT035,3739.280755555553
DRE15,OUT049,1259.5490513157888
NCL42,OUT045,4155.6477160220975
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1259.5490513157888
FDZ59,OUT046,2611.4595423423425
FDE45,OUT010,425.93559145299145
FDJ07,OUT013,1800.19222295082
FDQ45,OUT018,2778.989278
FDM33,OUT027,5329.314724444444
FDO15,OUT010,165.91858165137612
FDM46,OUT013,1481.8506141732287
FDR03,OUT045,3717.6324421768704
FDY49,OUT018,2232.8470218487396
FDQ60,OUT045,1800.19222295082
FDW10,OUT049,2568.3328336448594
FDO51,OUT049,677.1027476190475
FDJ40,OUT018,1372.6884907407414
FDS20,OUT018,3387.2047231707297
FDU45,OUT013,2017.4411908256889
FDV02,OUT035,2894.220710714287
FDN09,OUT046,4155.6477160220975
NCM55,OUT027,5329.314724444444
FDN23,OUT018,2232.8470218487396
FDY31,OUT010,346.8972837209303
FDW03,OUT010,219.21852093023253
FDD14,OUT046,3387.2047231707297
FDV23,OUT017,2047.6653193798459
DRI03,OUT045,2851.631695876288
FDN13,OUT035,1559.3429752688164
FDF45,OUT027,1378.2631852760744
FDU46,OUT035,1424.5946902777782
FDB57,OUT049,3717.6324421768704
FDV12,OUT049,1559.3429752688164
FDQ58,OUT013,2490.5268867052023
NCA18,OUT017,1800.19222295082
FDH52,OUT049,796.6402682539683
FDM24,OUT018,2232.8470218487396
NCP43,OUT027,5329.314724444444
NCO18,OUT019,425.93559145299145
FDM32,OUT017,1424.5946902777782
NCL07,OUT017,583.8145788617884
FDK03,OUT013,4034.3003068965527
FDP59,OUT017,1784.4287381818178
FDQ24,OUT049,4433.304032653061
FDQ16,OUT018,1372.6884907407414
FDU44,OUT013,2894.220710714287
FDH28,OUT010,92.67548155339807
FDV28,OUT019,92.67548155339807
FDM22,OUT045,935.0323883040938
FDR56,OUT046,3216.79145106383
FDV39,OUT049,2778.989278
FDU37,OUT019,165.91858165137612
FDQ11,OUT010,584.7577647727273
FDX02,OUT045,3717.6324421768704
NCS42,OUT018,1259.5490513157888
FDY57,OUT027,2517.882088484848
FDB21,OUT049,3739.280755555553
FDE28,OUT017,3739.280755555553
FDQ55,OUT017,2017.4411908256889
FDA48,OUT049,3739.280755555553
FDZ19,OUT045,2851.631695876288
NCC43,OUT045,4034.3003068965527
NCV18,OUT046,1481.8506141732287
NCA42,OUT018,2232.8470218487396
FDY45,OUT046,4433.304032653061
NCC30,OUT045,2568.3328336448594
FDM57,OUT013,1243.0689297709923
FDL09,OUT010,425.93559145299145
FDB09,OUT027,3242.0620715328487
FDT44,OUT035,1800.19222295082
NCT06,OUT027,4117.317712631577
FDX26,OUT049,3387.2047231707297
FDK32,OUT013,2660.9504030303024
DRA12,OUT046,2227.6349584158406
FDO46,OUT010,482.69954262295073
FDE52,OUT013,1424.5946902777782
NCH42,OUT045,4155.6477160220975
FDV08,OUT035,677.1027476190475
FDB47,OUT018,3327.9525829268296
FDC28,OUT010,281.48208181818165
FDD22,OUT046,2017.4411908256889
FDS07,OUT027,3242.0620715328487
DRI13,OUT045,3717.6324421768704
FDG32,OUT018,3327.9525829268296
FDU14,OUT017,4433.304032653061
FDD28,OUT019,165.91858165137612
NCP41,OUT017,1661.6931960784318
FDS08,OUT049,2851.631695876288
FDX47,OUT045,2222.6712822580653
FDC53,OUT019,219.21852093023253
FDQ19,OUT035,4155.6477160220975
FDL14,OUT045,2222.6712822580653
FDM33,OUT019,584.7577647727273
FDA51,OUT045,2017.4411908256889
FDZ27,OUT018,713.858654545455
FDT04,OUT046,677.1027476190475
DRC13,OUT049,2140.5192583333323
FDR16,OUT027,5329.314724444444
FDQ03,OUT027,6280.890880000003
FDE38,OUT035,2611.4595423423425
DRH23,OUT027,1378.2631852760744
FDT11,OUT019,482.69954262295073
FDD09,OUT035,2851.631695876288
FDR40,OUT045,1481.8506141732287
FDX07,OUT017,3387.2047231707297
FDR07,OUT035,1559.3429752688164
FDA51,OUT017,2017.4411908256889
FDT59,OUT019,584.7577647727273
FDF20,OUT017,3076.509492810457
FDR13,OUT045,2017.4411908256889
FDY26,OUT049,3717.6324421768704
FDW04,OUT017,2140.5192583333323
FDK52,OUT017,3739.280755555553
FDN60,OUT049,2894.220710714287
FDM09,OUT019,425.93559145299145
FDP46,OUT049,1259.5490513157888
FDB50,OUT019,165.91858165137612
NCQ29,OUT049,4034.3003068965527
FDP16,OUT027,6280.890880000003
FDX33,OUT018,2232.8470218487396
FDP07,OUT010,482.69954262295073
FDN22,OUT046,4034.3003068965527
FDF39,OUT049,4034.3003068965527
FDS21,OUT017,935.0323883040938
NCM42,OUT013,1879.05405
FDK50,OUT019,425.93559145299145
DRF13,OUT027,4117.317712631577
FDH35,OUT018,2232.8470218487396
FDP60,OUT018,1372.6884907407414
DRJ49,OUT027,3242.0620715328487
NCT42,OUT019,346.8972837209303
FDE38,OUT049,2611.4595423423425
FDI04,OUT049,3216.79145106383
NCH54,OUT045,2894.220710714287
FDT56,OUT049,796.6402682539683
DRD15,OUT018,3327.9525829268296
FDV58,OUT013,2824.530227586207
FDP21,OUT049,2824.530227586207
FDH05,OUT013,3358.023708737865
FDR10,OUT027,4117.317712631577
NCP06,OUT045,2453.7477006993004
FDF33,OUT049,1879.05405
DRK37,OUT013,2824.530227586207
DRH49,OUT045,1243.0689297709923
FDT58,OUT013,2611.4595423423425
FDD41,OUT018,1372.6884907407414
FDP40,OUT018,1372.6884907407414
FDM51,OUT027,2517.882088484848
FDO45,OUT010,219.21852093023253
FDW33,OUT010,219.21852093023253
FDY24,OUT045,935.0323883040938
FDB10,OUT010,584.7577647727273
FDM40,OUT035,2227.6349584158406
NCI06,OUT017,3387.2047231707297
FDW12,OUT019,346.8972837209303
FDX48,OUT027,4117.317712631577
NCW05,OUT027,2517.882088484848
FDX27,OUT017,1559.3429752688164
DRM37,OUT045,3216.79145106383
FDA38,OUT045,4155.6477160220975
FDR36,OUT046,677.1027476190475
FDZ45,OUT046,3076.509492810457
FDG05,OUT017,2222.6712822580653
FDK28,OUT013,4433.304032653061
FDV47,OUT045,1424.5946902777782
FDN21,OUT045,2453.7477006993004
FDP20,OUT027,3242.0620715328487
FDI35,OUT045,3387.2047231707297
DRY23,OUT013,507.04640366972524
FDA56,OUT017,2282.9788814814815
FDB09,OUT013,1857.3664076190466
NCO26,OUT027,3242.0620715328487
FDQ49,OUT018,2232.8470218487396
FDI52,OUT027,3242.0620715328487
FDZ44,OUT027,3242.0620715328487
FDZ09,OUT018,2232.8470218487396
FDY03,OUT049,2017.4411908256889
NCG42,OUT017,1857.3664076190466
DRI13,OUT027,5329.314724444444
FDQ32,OUT013,2140.5192583333323
FDW16,OUT035,1424.5946902777782
FDU27,OUT046,798.2176035398228
FDR28,OUT010,425.93559145299145
FDQ49,OUT010,346.8972837209303
FDS37,OUT046,1800.19222295082
FDW26,OUT018,3327.9525829268296
FDX12,OUT018,3327.9525829268296
NCP06,OUT013,2453.7477006993004
FDW45,OUT010,346.8972837209303
NCN30,OUT049,1559.3429752688164
FDN24,OUT049,796.6402682539683
NCL41,OUT027,1378.2631852760744
FDR02,OUT019,281.48208181818165
FDD09,OUT010,425.93559145299145
FDS33,OUT010,219.21852093023253
FDU22,OUT045,2047.6653193798459
FDI53,OUT013,2611.4595423423425
DRH01,OUT049,2568.3328336448594
FDX32,OUT013,2227.6349584158406
NCP30,OUT018,507.04640366972524
FDB60,OUT045,3076.509492810457
FDB14,OUT049,1259.5490513157888
NCP02,OUT035,935.0323883040938
FDJ10,OUT017,2227.6349584158406
FDG34,OUT046,1784.4287381818178
NCB18,OUT017,1424.5946902777782
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1259.5490513157888
FDB35,OUT010,219.21852093023253
DRN11,OUT013,2227.6349584158406
FDF41,OUT019,584.7577647727273
FDH16,OUT045,1424.5946902777782
NCQ50,OUT018,3327.9525829268296
DRH23,OUT018,796.6402682539683
DRJ37,OUT013,2490.5268867052023
DRJ24,OUT027,5329.314724444444
FDY16,OUT035,3387.2047231707297
FDQ27,OUT045,1879.05405
FDZ33,OUT045,2490.5268867052023
FDF29,OUT045,2282.9788814814815
FDA08,OUT049,2611.4595423423425
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,482.69954262295073
NCR30,OUT027,1378.2631852760744
FDV33,OUT035,4034.3003068965527
DRZ24,OUT018,1752.2524400000002
NCL54,OUT035,2851.631695876288
FDR12,OUT049,3104.1898299065433
NCC54,OUT046,3358.023708737865
DRN59,OUT013,798.2176035398228
FDX50,OUT019,281.48208181818165
FDV31,OUT027,5329.314724444444
NCA29,OUT027,4117.317712631577
FDW60,OUT049,2851.631695876288
FDX08,OUT017,3387.2047231707297
DRD49,OUT013,3358.023708737865
FDD33,OUT046,3358.023708737865
FDW35,OUT013,507.04640366972524
FDJ36,OUT017,1784.4287381818178
FDV51,OUT035,2894.220710714287
FDW36,OUT046,1548.686152212389
FDH35,OUT046,2453.7477006993004
NCS30,OUT027,3242.0620715328487
FDN49,OUT017,677.1027476190475
FDL08,OUT018,3327.9525829268296
FDI09,OUT013,3358.023708737865
FDP19,OUT018,1752.2524400000002
FDU21,OUT010,92.67548155339807
NCP41,OUT045,1661.6931960784318
FDY10,OUT013,2017.4411908256889
FDP12,OUT018,507.04640366972524
NCN26,OUT049,1800.19222295082
FDK44,OUT013,2568.3328336448594
FDC28,OUT049,1879.05405
FDJ41,OUT027,6280.890880000003
NCT29,OUT035,1857.3664076190466
NCH42,OUT019,584.7577647727273
FDU60,OUT018,2232.8470218487396
FDS02,OUT045,3216.79145106383
FDC51,OUT046,2282.9788814814815
FDU03,OUT013,3387.2047231707297
FDX39,OUT045,3717.6324421768704
NCY05,OUT010,92.67548155339807
NCL06,OUT027,6280.890880000003
FDD32,OUT035,1243.0689297709923
NCN41,OUT045,1857.3664076190466
NCX53,OUT049,2282.9788814814815
FDU57,OUT019,346.8972837209303
FDQ23,OUT046,1879.05405
FDQ52,OUT045,4433.304032653061
FDC14,OUT045,677.1027476190475
FDY09,OUT035,2568.3328336448594
FDQ28,OUT045,2894.220710714287
FDV25,OUT046,3717.6324421768704
FDJ07,OUT035,1800.19222295082
DRB25,OUT049,1548.686152212389
FDK52,OUT019,584.7577647727273
FDY52,OUT027,1378.2631852760744
FDB28,OUT046,3216.79145106383
FDT36,OUT035,583.8145788617884
FDV25,OUT017,3717.6324421768704
NCN07,OUT027,3242.0620715328487
FDC57,OUT017,3076.509492810457
FDQ03,OUT018,3327.9525829268296
FDU23,OUT017,2894.220710714287
NCX41,OUT035,3717.6324421768704
NCD06,OUT035,798.2176035398228
FDW08,OUT045,1548.686152212389
NCU29,OUT017,2490.5268867052023
NCE06,OUT013,2222.6712822580653
FDV52,OUT010,281.48208181818165
FDB02,OUT017,2851.631695876288
NCR18,OUT045,677.1027476190475
FDK16,OUT049,1559.3429752688164
NCQ29,OUT010,584.7577647727273
FDZ01,OUT019,219.21852093023253
FDW27,OUT035,2222.6712822580653
FDD17,OUT018,3327.9525829268296
FDW39,OUT013,2851.631695876288
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1661.6931960784318
FDU40,OUT027,5329.314724444444
NCF54,OUT013,2568.3328336448594
FDH46,OUT045,1879.05405
NCP14,OUT049,1879.05405
FDH50,OUT049,3387.2047231707297
DRF15,OUT010,346.8972837209303
FDV27,OUT027,2517.882088484848
NCJ06,OUT049,1857.3664076190466
FDN02,OUT018,3327.9525829268296
FDQ51,OUT049,798.2176035398228
FDQ07,OUT017,3739.280755555553
FDS45,OUT049,1879.05405
NCJ06,OUT045,1857.3664076190466
FDD36,OUT035,1800.19222295082
FDY25,OUT045,3387.2047231707297
FDU52,OUT046,2222.6712822580653
DRK47,OUT017,3739.280755555553
NCL30,OUT017,1857.3664076190466
FDN22,OUT035,4034.3003068965527
NCF30,OUT027,3242.0620715328487
FDK03,OUT035,4034.3003068965527
FDT45,OUT017,935.0323883040938
NCC54,OUT027,6280.890880000003
FDP08,OUT018,3216.79145106383
