Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR07,OUT017,1700.2336571209366
FDN40,OUT045,2423.430004491654
FDB35,OUT027,2958.0607548833887
FDA22,OUT017,2780.010654464549
NCL06,OUT046,4114.665116833771
FDI35,OUT013,2916.430707177672
NCW42,OUT045,3467.907266872966
NCX06,OUT049,2939.9857569714027
FDC37,OUT027,3201.2482200717714
FDZ14,OUT018,1735.418160282658
DRG49,OUT049,3958.570132671339
NCG06,OUT045,4014.3269712255646
DRC36,OUT045,2780.22329514029
FDV21,OUT019,57.93006330687302
FDB53,OUT046,2355.412302267537
DRP47,OUT019,2038.3736365737357
FDA14,OUT013,2348.217992462539
DRC24,OUT035,2475.255543907955
FDW21,OUT018,1407.8896132899874
NCH29,OUT046,1557.2351440194193
FDU58,OUT013,3079.999194976246
FDY27,OUT017,2976.598831900142
FDV56,OUT035,1856.4323558947594
FDT59,OUT046,3658.591464115409
FDB23,OUT046,3620.5400306807473
FDR49,OUT045,752.9265204279989
FDB03,OUT010,1914.310115997185
FDN39,OUT045,2664.92602739101
FDX02,OUT027,4984.69463919845
FDQ16,OUT027,3192.9636657022056
FDU35,OUT018,1331.0567016433858
NCT29,OUT013,1963.3560782605198
FDZ27,OUT046,822.0752552041338
FDN57,OUT017,2385.9366714201487
FDA03,OUT018,2091.8152747995955
FDZ36,OUT045,2983.333335181891
NCU05,OUT013,1327.2275747201606
FDT39,OUT018,2192.4683237453437
FDK60,OUT017,1746.5485059857695
FDZ25,OUT017,2883.9009670559626
FDG12,OUT046,2017.8137499922295
DRB01,OUT019,1114.1793638704992
NCC43,OUT027,5375.565641820142
FDX13,OUT019,2033.1203647959567
FDM22,OUT049,1028.5361550745029
FDJ03,OUT027,2310.236661832002
FDU14,OUT018,3666.445243629502
FDB33,OUT010,632.215997945332
FDP27,OUT046,3016.6087945345207
FDO38,OUT010,-671.1270232087611
FDE28,OUT027,5147.707283304125
FDO27,OUT035,1612.3962707835085
DRL23,OUT027,3170.978921636591
FDS28,OUT046,970.0582521793726
FDX24,OUT013,1544.9315577514146
FDZ02,OUT035,1659.7762469507045
FDL46,OUT045,1866.776333380043
FDS60,OUT027,4299.684847707835
NCO06,OUT017,673.6933574976813
FDO16,OUT035,1441.6901122241338
FDC60,OUT049,1550.0731413433205
FDA48,OUT018,3199.0148346698916
FDZ36,OUT027,4451.448596333032
FDK27,OUT045,1940.0942513312018
FDW23,OUT018,386.7973802697359
FDM14,OUT018,1508.1558577046808
FDM14,OUT013,1786.2284317039719
FDW60,OUT018,2606.7962316624125
FDE21,OUT013,1912.5331398536548
NCM42,OUT035,1795.3085335558785
FDY59,OUT010,-382.04336266980977
DRI49,OUT049,1377.4640683710286
FDT28,OUT019,511.8852033567991
FDQ22,OUT018,404.92364482657996
FDR60,OUT049,1332.0800011318333
FDC50,OUT019,-397.61970161178147
FDV24,OUT013,2448.206497556419
DRF48,OUT010,1067.9075450280127
FDQ47,OUT046,649.4857913489896
DRN36,OUT049,1657.2208577711242
NCY06,OUT035,2081.876155559725
FDE52,OUT035,1553.6619924787688
NCB54,OUT045,2000.7872548782004
NCF31,OUT035,2460.852589922778
FDJ08,OUT027,4453.358096151165
NCC07,OUT017,1829.613489585193
NCD19,OUT027,2330.1221193418405
FDL46,OUT049,2002.7868456090516
FDM20,OUT045,3887.60781846116
NCI06,OUT010,928.1456955294375
DRM11,OUT035,4131.2656437987225
NCH07,OUT018,2214.0497649992853
FDS23,OUT013,2092.9842134361406
FDO49,OUT018,596.8301698195978
FDS35,OUT049,1164.0293153583136
DRK39,OUT045,1321.9125282876148
DRI39,OUT049,1038.9652460244424
FDV04,OUT017,2684.803186170255
NCN14,OUT035,2912.6719682332086
FDH08,OUT013,3700.9545718422905
FDS20,OUT046,2912.597230486068
FDV40,OUT049,1339.4198929052438
FDZ48,OUT010,-145.6766579870207
FDS24,OUT027,2914.5773115939614
FDK44,OUT049,2855.47538251453
FDS48,OUT045,2387.5793007723037
FDK26,OUT010,1107.4287737460643
FDD23,OUT045,3030.0250526759814
NCH54,OUT017,2683.7655734830287
NCP14,OUT010,-244.9048572053232
FDM60,OUT010,-1197.2599085509794
FDV24,OUT017,2550.7938555513674
FDH08,OUT018,3357.5112500314817
FDS12,OUT027,3471.6727290460526
FDR39,OUT027,4316.988879831274
FDP12,OUT027,2123.7119845429106
DRF60,OUT027,5175.922412007571
FDC09,OUT035,1756.938626526243
FDF50,OUT018,2865.544048756046
FDG28,OUT035,3952.216835290254
NCE19,OUT017,1031.8172564582828
NCM53,OUT010,-201.71059208889892
NCN18,OUT049,1855.9917317492068
FDF32,OUT035,3206.1066996980962
FDF11,OUT013,3870.765518874322
DRI59,OUT049,3651.8920567431264
NCG54,OUT035,2716.0355007466637
FDM44,OUT046,1645.4510956815175
FDT57,OUT018,3468.619627731948
FDV24,OUT046,2407.6988730706407
FDI50,OUT019,1757.872269255062
FDS09,OUT035,945.8762932876764
NCC31,OUT027,3897.9413268922644
FDQ07,OUT019,1598.414268900415
FDC22,OUT017,3215.292914189808
FDZ56,OUT046,2702.190787396543
FDZ40,OUT019,-993.6983608070568
FDS46,OUT027,3397.7539269002236
DRD24,OUT045,2226.7588212346527
FDV45,OUT017,3147.4038764584243
FDL26,OUT045,2468.2754073189817
FDA56,OUT018,1712.6302881082731
FDN27,OUT046,1900.2736446829706
FDM20,OUT049,3977.512373115928
FDO16,OUT017,1505.3860460708229
FDL03,OUT035,3200.2694826921697
FDE58,OUT046,1880.4689301143019
FDI02,OUT027,3286.587480431557
NCC55,OUT019,-1265.7567148063272
FDR03,OUT018,3038.456680025976
FDB14,OUT017,1671.0184508119182
FDR45,OUT013,3849.4349715179983
NCN07,OUT017,2200.356878042534
FDM51,OUT019,-194.41364885911116
FDT52,OUT027,5367.04193576082
FDL26,OUT046,2456.1756533435437
NCZ42,OUT046,3762.9314890210376
DRI47,OUT019,423.7633911387865
FDW40,OUT013,2319.2957149521435
FDN34,OUT046,2731.525295188161
FDS01,OUT035,2896.818741332697
NCG55,OUT045,1832.554922526301
FDC11,OUT035,1448.2289141134029
FDX35,OUT018,3348.4290555175803
NCB06,OUT046,2520.6908317302587
FDR09,OUT019,2196.787821724811
FDC53,OUT017,1724.7910253739688
FDY45,OUT013,4059.1905768393285
FDA22,OUT010,758.5925439540831
FDE02,OUT035,1581.493532737399
FDW21,OUT045,1676.2718710992601
FDV34,OUT046,1259.5864815402506
FDS59,OUT049,1900.6649844193323
NCW17,OUT017,2170.8368390838
NCK54,OUT046,1863.6748867764845
FDG17,OUT019,2011.3175055975641
FDG35,OUT017,2930.3235355707366
FDD08,OUT010,-1256.647557505849
NCO07,OUT017,3473.522111210267
FDJ10,OUT010,375.5934029483489
FDW36,OUT017,1823.2883605051097
FDW21,OUT010,-232.979097428165
FDY19,OUT017,2039.972396988509
DRE03,OUT013,811.7529511209214
NCC55,OUT049,723.9760916415871
FDH52,OUT010,-818.1867061328267
FDO09,OUT017,4347.520190012139
FDU43,OUT045,3814.331275432728
FDX09,OUT010,866.6126317330056
FDH40,OUT019,-513.5287902507532
FDW58,OUT017,1835.8062824823394
FDC47,OUT017,3724.5136753096917
NCR41,OUT035,1558.3068781367056
DRG49,OUT035,3903.3924382155983
FDC52,OUT027,3934.1122864865065
FDY13,OUT046,1228.2775976617809
FDY35,OUT013,825.9304384594634
FDI35,OUT017,3034.6734433202037
NCU18,OUT049,2330.6114702011123
FDY33,OUT018,2283.057134428566
FDC15,OUT027,3936.024903028785
FDU01,OUT049,3095.356468119392
NCU42,OUT046,2682.098326031699
NCV29,OUT018,2529.7494741311084
NCY30,OUT017,3024.093421286763
FDQ46,OUT049,1896.1547340005618
FDG58,OUT027,3939.9918560730166
FDK33,OUT017,3529.6867728017296
NCD07,OUT045,1823.7923745849278
NCX29,OUT027,3723.6205529339904
NCT42,OUT013,2383.5991149051288
DRN59,OUT035,805.6956817397017
FDI44,OUT035,1329.571957772148
FDA45,OUT049,2905.5456106801807
FDP31,OUT045,1085.713676911888
FDY01,OUT046,1869.7694965580981
FDT09,OUT018,1902.2852822264886
DRH03,OUT027,2967.230650463623
FDA36,OUT018,2705.668463256143
NCF31,OUT017,2564.9640921806413
FDG14,OUT049,2558.1379266005197
FDG28,OUT027,5375.958501164747
FDU14,OUT049,4054.6364266863666
FDY47,OUT019,243.3588527058618
FDI56,OUT049,1560.298174715556
DRD01,OUT013,994.6781104201955
FDM22,OUT046,952.7137425460633
FDH33,OUT013,735.0215053547067
DRZ24,OUT013,1915.7557757871477
NCQ38,OUT046,1678.5957085327923
FDO16,OUT027,2829.1461989226664
FDU07,OUT027,3833.869265388469
NCB07,OUT013,3083.1203556297087
FDU48,OUT045,2103.549886004647
NCM43,OUT045,2599.090398931105
FDR31,OUT010,438.7377616224391
DRK49,OUT018,411.557919573983
NCI30,OUT010,1919.5338716860153
DRD60,OUT017,3008.2211280271927
NCG19,OUT046,3671.0577756343496
FDH12,OUT035,1741.073353427902
FDM32,OUT035,1542.3450063567857
FDM27,OUT035,2558.8467390259852
NCU53,OUT027,4060.48602082645
NCQ18,OUT046,1556.7799970600531
FDS10,OUT013,2881.905169737869
FDB33,OUT027,3971.635044684266
FDI12,OUT013,1462.2285264601621
NCW42,OUT013,3507.194118299244
NCC06,OUT018,1761.845638708324
FDW02,OUT017,2211.752321087183
NCD43,OUT017,1809.1028095451597
FDM57,OUT018,1113.8844476618353
FDA58,OUT017,3880.7367555897226
FDK56,OUT046,2928.3561252077534
FDP52,OUT045,3683.414413367741
FDW20,OUT018,1717.498837372704
FDS52,OUT049,1735.050481675475
NCT29,OUT018,1619.860352947588
NCL54,OUT013,2806.7358851465356
FDC05,OUT045,3167.3983619391925
FDF34,OUT035,3227.148887178011
FDP03,OUT027,3488.907361260548
FDD32,OUT010,-516.2529859804042
FDZ10,OUT045,2028.681661813893
FDZ40,OUT035,959.5209956788112
FDD51,OUT018,452.3988817578045
NCY30,OUT019,939.3543942479637
FDP58,OUT017,3577.764692820536
FDV49,OUT017,4325.242640569185
FDY24,OUT019,-1013.1502629800198
NCO55,OUT017,1834.8464810901328
FDR13,OUT017,2067.617166446967
FDS51,OUT017,1173.4955048591537
FDP26,OUT045,1663.6877858974467
NCB54,OUT027,3496.325623788376
FDF32,OUT017,3266.6191063134447
FDN31,OUT018,2725.6072118452344
DRM48,OUT017,733.1640009325536
FDN20,OUT049,2793.138303434584
DRL01,OUT046,3708.0984884526574
FDV56,OUT049,1877.3921709961312
DRH13,OUT027,3178.8949850576046
FDA03,OUT017,2509.9492269935736
FDF47,OUT027,4986.885344648225
FDX32,OUT046,2371.199873182459
FDX57,OUT049,1701.7184014290676
NCA30,OUT045,2967.8631932539442
FDO49,OUT013,907.6079936328808
FDL04,OUT019,-225.09337250180238
DRM48,OUT035,660.2608600442983
FDR16,OUT013,3430.8184605034116
NCC19,OUT018,2749.160004923557
NCE42,OUT045,3692.9064541718153
FDY24,OUT017,1085.594967581137
FDH19,OUT049,2891.5717415735317
FDJ46,OUT013,2794.8580830438445
FDN45,OUT010,1612.4055052789192
FDY08,OUT035,2306.785523940653
FDZ37,OUT035,1511.5636187960736
NCT30,OUT045,755.4256430259957
DRY23,OUT018,450.95000734903033
NCZ30,OUT018,1660.8272635617263
FDC44,OUT018,1520.8102864551897
FDB45,OUT035,1743.5023574979052
FDY04,OUT013,2674.682994901222
FDM27,OUT046,2572.649972987828
FDZ43,OUT017,3999.736952317967
FDT39,OUT019,566.3632407752443
NCC06,OUT019,116.19951844725438
FDL15,OUT027,3904.2921624434584
FDL57,OUT017,4248.624777916963
FDU08,OUT046,1605.5275333630166
FDK40,OUT017,4324.119678262651
FDQ12,OUT010,1717.5301652921223
FDS48,OUT017,2561.0520476492406
FDP09,OUT045,3352.470607096362
FDW21,OUT049,1756.8348715816699
FDY25,OUT035,2935.3667913144354
DRE13,OUT017,1526.8543280627691
FDV43,OUT019,-1183.0307727221402
FDD22,OUT045,1780.981155463751
FDM46,OUT019,-438.109136879895
NCO30,OUT010,1006.0221741084106
FDM25,OUT046,2807.2592701187677
NCN41,OUT049,2041.3258540449146
FDU24,OUT045,1527.6448819803036
FDZ50,OUT046,2957.406181056902
FDP45,OUT013,4051.9366011915686
NCM54,OUT045,1983.9434547386643
FDW10,OUT019,883.5872523759745
FDP20,OUT017,2192.3121041610584
FDK32,OUT046,2453.665384640906
FDN52,OUT049,1549.791236071574
FDM58,OUT045,1814.5079437125328
FDZ46,OUT027,3233.9093298347566
NCA18,OUT018,1581.1269134657402
FDD35,OUT046,1965.0151993229763
NCK31,OUT035,860.4554897185726
FDI40,OUT027,3102.225524704456
FDT50,OUT019,-297.3058375114115
NCT06,OUT046,2599.287940538994
FDT31,OUT035,3041.8669848583977
FDT45,OUT049,983.2536609310106
FDT13,OUT045,2969.972974778485
FDO50,OUT045,1459.2922482716872
NCU18,OUT010,306.4636369671309
NCR54,OUT049,3157.144632195301
NCO18,OUT018,2537.9590541204434
FDU09,OUT045,967.9225394950563
FDT13,OUT018,2710.9228257974905
FDE09,OUT046,1818.0348311448338
NCK53,OUT019,-286.9246411897957
FDG45,OUT049,3477.5598731825894
DRH15,OUT035,785.0780649539613
FDO21,OUT019,1707.2579999515235
FDD14,OUT027,4353.390455474371
FDC09,OUT046,1706.9953446190457
FDH45,OUT027,2215.667070818554
FDV32,OUT046,1069.0509747981168
FDG12,OUT035,2021.066116069601
FDS32,OUT013,2319.0522820182296
NCL55,OUT018,3664.4138741822853
DRE01,OUT035,3860.7374515271517
DRE15,OUT049,1348.5341647943612
NCL42,OUT045,3866.537049649025
FDP31,OUT013,1101.7229391689011
FDN33,OUT018,1270.0846361156036
FDZ59,OUT046,2660.6416189408324
FDE45,OUT010,925.2954284908592
FDJ07,OUT013,1948.0020910327469
FDQ45,OUT018,2709.15209440185
FDM33,OUT027,4916.072623907566
FDO15,OUT010,-620.4503851761601
FDM46,OUT013,1511.532222399845
FDR03,OUT045,3302.171230136932
FDY49,OUT018,2424.0331282851794
FDQ60,OUT045,1931.8446695837547
FDW10,OUT049,2892.4121126155414
FDO51,OUT049,900.7876004319787
FDJ40,OUT018,1520.428603476298
FDS20,OUT018,2623.618236612857
FDU45,OUT013,1887.2470456421304
FDV02,OUT035,2744.8898500727846
FDN09,OUT046,3836.3282471243433
NCM55,OUT027,4386.780194050129
FDN23,OUT018,2076.18011773105
FDY31,OUT010,411.2444842657307
FDW03,OUT010,-140.92695903569938
FDD14,OUT046,2885.992174566267
FDV23,OUT017,2148.941903929008
DRI03,OUT045,2778.8221836162306
FDN13,OUT035,1632.3772745502017
FDF45,OUT027,2493.913646713885
FDU46,OUT035,1525.3617208163218
FDB57,OUT049,3665.621771959765
FDV12,OUT049,1745.4923504170558
FDQ58,OUT013,2456.9894887831742
NCA18,OUT017,1980.581000955587
FDH52,OUT049,1152.9656548194826
FDM24,OUT018,2161.0119668346415
NCP43,OUT027,4309.018708851954
NCO18,OUT019,891.1783103618591
FDM32,OUT017,1626.2659431635423
NCL07,OUT017,770.3332224055348
FDK03,OUT013,4071.11632550795
FDP59,OUT017,1831.576496471739
FDQ24,OUT049,4055.3377964002857
FDQ16,OUT018,1490.1832090697371
FDU44,OUT013,2634.03547921996
FDH28,OUT010,-1235.509001649467
FDV28,OUT019,-1284.7210004326612
FDM22,OUT045,932.4059059875242
FDR56,OUT046,3142.695079984037
FDV39,OUT049,3234.3088318453806
FDU37,OUT019,-564.7333512246548
FDQ11,OUT010,2186.3585509164377
FDX02,OUT045,3527.342095380679
NCS42,OUT018,1197.0138919831954
FDY57,OUT027,3012.0052428956765
FDB21,OUT049,3904.975984648757
FDE28,OUT017,3805.978254037031
FDQ55,OUT017,2016.859588424852
FDA48,OUT049,3610.2762690210834
FDZ19,OUT045,2758.8171139987544
NCC43,OUT045,3944.493471545566
NCV18,OUT046,1299.9559036459918
NCA42,OUT018,2241.3866045559157
FDY45,OUT046,4055.2656722539505
NCC30,OUT045,2809.5494738496905
FDM57,OUT013,1458.9496853304527
FDL09,OUT010,749.7617427560742
FDB09,OUT027,3454.1836011601213
FDT44,OUT035,1948.3139812334143
NCT06,OUT027,4044.4070866253132
FDX26,OUT049,3002.158662624394
FDK32,OUT013,2515.9513604718213
DRA12,OUT046,2272.6457921446977
FDO46,OUT010,1127.113391415275
FDE52,OUT013,1489.7404787957207
NCH42,OUT045,3612.076562827302
FDV08,OUT035,774.935567046857
FDB47,OUT018,3062.10666683136
FDC28,OUT010,-132.89502779005807
FDD22,OUT046,1823.365406071663
FDS07,OUT027,3295.8634044835208
DRI13,OUT045,3416.401360733592
FDG32,OUT018,3223.9230675365307
FDU14,OUT017,4100.467381117803
FDD28,OUT019,-923.3052944855026
NCP41,OUT017,1886.8783511408192
FDS08,OUT049,2886.4939293068846
FDX47,OUT045,2551.398735399689
FDC53,OUT019,-257.30955877400925
FDQ19,OUT035,3918.2223274212884
FDL14,OUT045,2510.1763102801788
FDM33,OUT019,1590.226396062242
FDA51,OUT045,1831.6826990614813
FDZ27,OUT018,553.3628368939196
FDT04,OUT046,689.9341596603506
DRC13,OUT049,2132.630876106874
FDR16,OUT027,4884.02987439946
FDQ03,OUT027,5224.837897776438
FDE38,OUT035,2728.627636476455
DRH23,OUT027,2357.007346092563
FDT11,OUT019,1134.6884792232656
FDD09,OUT035,2915.6405795548467
FDR40,OUT045,1365.8232016834272
FDX07,OUT017,3104.382010340852
FDR07,OUT035,1611.7201447137224
FDA51,OUT017,1999.9929430177524
FDT59,OUT019,1760.4204514422556
FDF20,OUT017,3244.3393094623552
FDR13,OUT045,1886.7433588097165
FDY26,OUT049,3473.6159187157036
FDW04,OUT017,2266.5527963836867
FDK52,OUT017,3726.273776623402
FDN60,OUT049,2594.5733867289855
FDM09,OUT019,849.3716746529017
FDP46,OUT049,1520.9608817792155
FDB50,OUT019,-645.8790870552955
NCQ29,OUT049,4147.956742072176
FDP16,OUT027,5334.8659441582795
FDX33,OUT018,2322.155382687596
FDP07,OUT010,1187.7446623384328
FDN22,OUT046,3989.8076216857817
FDF39,OUT049,4268.550945460394
FDS21,OUT017,1193.709041990072
NCM42,OUT013,1742.2811348033872
FDK50,OUT019,716.1515827167123
DRF13,OUT027,3787.8910615225473
FDH35,OUT018,2332.7417103495527
FDP60,OUT018,1331.1384052292788
DRJ49,OUT027,3530.345762603952
NCT42,OUT019,453.2960248049967
FDE38,OUT049,2774.476437827453
FDI04,OUT049,3287.317490978504
NCH54,OUT045,2474.914224330451
FDT56,OUT049,1101.8144328302913
DRD15,OUT018,3385.139047509559
FDV58,OUT013,3101.980776442451
FDP21,OUT049,3121.578443038826
FDH05,OUT013,3748.2353700754325
FDR10,OUT027,4036.930031170584
NCP06,OUT045,2347.180503670525
FDF33,OUT049,1826.138289401825
DRK37,OUT013,3007.725355152157
DRH49,OUT045,1337.5511911104982
FDT58,OUT013,2694.368971440465
FDD41,OUT018,1445.9617351934219
FDP40,OUT018,1553.034578927554
FDM51,OUT027,3142.535411704585
FDO45,OUT010,-463.5595170575334
FDW33,OUT010,-212.79869737684294
FDY24,OUT045,934.8930554731976
FDB10,OUT010,1838.3859640248509
FDM40,OUT035,2294.5828865872854
NCI06,OUT017,2992.193865923432
FDW12,OUT019,444.130128318407
FDX48,OUT027,3967.753731597868
NCW05,OUT027,3129.4350517339803
FDX27,OUT017,1707.5591105997403
DRM37,OUT045,3108.3288907343763
FDA38,OUT045,3820.5098898009855
FDR36,OUT046,714.1996645615288
FDZ45,OUT046,3152.4245313228134
FDG05,OUT017,2704.190025225817
FDK28,OUT013,4118.327510197672
FDV47,OUT045,1383.0375608747695
FDN21,OUT045,2540.6772504444725
FDP20,OUT027,3494.1656190375297
FDI35,OUT045,2881.8241034671764
DRY23,OUT013,780.4892168493172
FDA56,OUT017,2126.1085275524874
FDB09,OUT013,2007.9705961682873
NCO26,OUT027,3305.260976606066
FDQ49,OUT018,2262.8077908203295
FDI52,OUT027,3406.104950219757
FDZ44,OUT027,3344.4515946327438
FDZ09,OUT018,2329.588366642386
FDY03,OUT049,1953.4804501049218
NCG42,OUT017,2196.795250705194
DRI13,OUT027,4896.697846049296
FDQ32,OUT013,2088.754068855106
FDW16,OUT035,1569.5773232193078
FDU27,OUT046,805.3276499843728
FDR28,OUT010,730.2793609644648
FDQ49,OUT010,649.3174880123158
FDS37,OUT046,1877.3679362515754
FDW26,OUT018,3246.383883783757
FDX12,OUT018,3582.877194247769
NCP06,OUT013,2409.799799434166
FDW45,OUT010,408.19521030706363
NCN30,OUT049,1608.7993077620838
FDN24,OUT049,971.3542596149424
NCL41,OUT027,1997.7253861237155
FDR02,OUT019,-121.7586996925711
FDD09,OUT010,972.2041360259377
FDS33,OUT010,-459.1074043517797
FDU22,OUT045,1903.4934083577405
FDI53,OUT013,2646.7208379602966
DRH01,OUT049,2865.212798240526
FDX32,OUT013,2347.8971104549837
NCP30,OUT018,376.89929997615303
FDB60,OUT045,3107.459041772975
FDB14,OUT049,1639.2583082476515
NCP02,OUT035,992.076895115687
FDJ10,OUT017,2416.3500418802596
FDG34,OUT046,1820.3121335456929
NCB18,OUT017,1541.6698286720903
FDM16,OUT049,1363.0471209142086
FDW25,OUT018,1102.4725589808895
FDB35,OUT010,-397.144518230358
DRN11,OUT013,2283.002973256568
FDF41,OUT019,1994.054911271982
FDH16,OUT045,1424.6654652330294
NCQ50,OUT018,3065.877078970347
DRH23,OUT018,630.1742926096898
DRJ37,OUT013,2439.4856266159395
DRJ24,OUT027,4357.907220429246
FDY16,OUT035,2996.2103173345317
FDQ27,OUT045,1735.4777985660503
FDZ33,OUT045,2352.661015113536
FDF29,OUT045,2142.5207924291253
FDA08,OUT049,2741.1565983950004
FDG31,OUT046,1073.005069743825
FDE34,OUT019,1020.7338792804276
NCR30,OUT027,2628.3514312027214
FDV33,OUT035,4178.317825210349
DRZ24,OUT018,1638.7540649798632
NCL54,OUT035,2777.2695160354288
FDR12,OUT049,2896.346807501734
NCC54,OUT046,3785.9351009487054
DRN59,OUT013,785.490713778982
FDX50,OUT019,-129.83446184443596
FDV31,OUT027,4277.652003438305
NCA29,OUT027,4179.716371668725
FDW60,OUT049,2965.0858971571956
FDX08,OUT017,3049.98375091422
DRD49,OUT013,3731.504748543463
FDD33,OUT046,3648.7513603388156
FDW35,OUT013,761.5460495921641
FDJ36,OUT017,1828.8116375733623
FDV51,OUT035,2704.4077277386455
FDW36,OUT046,1719.0417745353127
FDH35,OUT046,2629.508328099788
NCS30,OUT027,3513.4891906223024
FDN49,OUT017,821.3391941223674
FDL08,OUT018,3616.252682083763
FDI09,OUT013,3849.5202883575625
FDP19,OUT018,1773.5432287323167
FDU21,OUT010,-1307.6852808982267
NCP41,OUT045,1704.4378214796825
FDY10,OUT013,1844.3924723785315
FDP12,OUT018,395.0268582062638
NCN26,OUT049,1944.2574902402903
FDK44,OUT013,2790.8833455321164
FDC28,OUT049,1859.994868889483
FDJ41,OUT027,5616.863446711096
NCT29,OUT035,2003.927530118481
NCH42,OUT019,1694.6583232413711
FDU60,OUT018,2422.36457989916
FDS02,OUT045,3078.804458542895
FDC51,OUT046,2029.800053797067
FDU03,OUT013,2964.9849539309216
FDX39,OUT045,3387.8466808929165
NCY05,OUT010,-1313.4784864424546
NCL06,OUT027,5525.844056650655
FDD32,OUT035,1392.331454813962
NCN41,OUT045,1931.1874792195724
NCX53,OUT049,2338.368648409317
FDU57,OUT019,520.9622872792984
FDQ23,OUT046,1691.083734007201
FDQ52,OUT045,3909.4353982722005
FDC14,OUT045,718.7969211241925
FDY09,OUT035,2868.671665238176
FDQ28,OUT045,2524.9957023490797
FDV25,OUT046,3507.69510130689
FDJ07,OUT035,1932.5527927855078
DRB25,OUT049,1790.024181140403
FDK52,OUT019,1659.409195785153
FDY52,OUT027,2506.084372316109
FDB28,OUT046,3135.280962811217
FDT36,OUT035,660.6786437550045
FDV25,OUT017,3666.428014695703
NCN07,OUT027,3518.588834048174
FDC57,OUT017,3248.9358384677175
FDQ03,OUT018,3504.2336370155954
FDU23,OUT017,2812.2283187926487
NCX41,OUT035,3397.5906385210733
NCD06,OUT035,799.8434245795631
FDW08,OUT045,1690.470454570319
NCU29,OUT017,2442.2089947256786
NCE06,OUT013,2565.2808604507572
FDV52,OUT010,-8.360051117484318
FDB02,OUT017,3001.2319186134714
NCR18,OUT045,696.1512662145586
FDK16,OUT049,1626.8665953825284
NCQ29,OUT010,2124.146855493964
FDZ01,OUT019,-168.4879328988386
FDW27,OUT035,2578.5969734002247
FDD17,OUT018,3495.4892937932664
FDW39,OUT013,2890.569051973491
DRH59,OUT045,1164.0764783199916
FDS52,OUT013,1689.0706961382964
FDU40,OUT027,4555.0684224203
NCF54,OUT013,2765.8547237908924
FDH46,OUT045,1698.4173809198132
NCP14,OUT049,1733.1471147779764
FDH50,OUT049,3078.429455570679
DRF15,OUT010,522.1346340714219
FDV27,OUT027,2918.084208418659
NCJ06,OUT049,2001.7720127245098
FDN02,OUT018,2976.5994819797506
FDQ51,OUT049,922.6949279661096
FDQ07,OUT017,3702.578338390289
FDS45,OUT049,1846.87616055771
NCJ06,OUT045,1908.755224799858
FDD36,OUT035,1943.318134120703
FDY25,OUT045,2897.5411314373446
FDU52,OUT046,2474.208203362073
DRK47,OUT017,3720.614943340732
NCL30,OUT017,2172.2968721913408
FDN22,OUT035,4050.6500953073073
